,Unnamed: 0,Label,Unnamed: 0.1,cosine,req1,req1Id,req1Priority,req1Product,req1Release,req1Severity,req1Type,req1Ver,req2,req2Id,req2Priority,req2Product,req2Release,req2Severity,req2Type,req2Ver
557,1800,1,1800.0,0.4472135954999579,replace use of chrome //global/skin/filters svg fill with context paint,1359073,--,Firefox,Firefox 55,normal,enhancement,unspecified,convert content/browser/usercontext svg to use context paint and avoid filtering to improve performance,1368411,--,Firefox,Firefox 55,normal,enhancement,unspecified
2852,10103,0,,0.0,add preference to control picture in picture video toggle,1573279,--,Firefox,---,normal,enhancement,unspecified,reinstate custom url setting for new tab,1452144,P3,Firefox,---,normal,enhancement,60 Branch
2339,1649,1,1649.0,0.0,remove sync telemetry histogram,1518548,P3,Firefox,Firefox 67,normal,enhancement,unspecified,dont block async init of nssearchservice on region fetch,1492475,P1,Firefox,Firefox 67,normal,enhancement,unspecified
1651,792,1,792.0,0.2886751345948129,fission for front end,1505898,P3,Firefox,---,normal,enhancement,unspecified,fission make browsertabchild ready for fission,1533948,P3,Firefox,Firefox 69,normal,enhancement,Trunk
2898,,0,,,dom/html/test/test fullscreen api html frequently time out on linux opt/pgo after bug,1504062,,Firefox,,,,,don create about blank for initial browser,1362774,,Firefox,,,,
680,2260,1,2260.0,0.4,remove obsolete tab image override,1392699,--,Firefox,Firefox 57,normal,enhancement,Trunk,make tab rectangular remove tab curve,1349555,P1,Firefox,Firefox 57,normal,enhancement,Trunk
2896,2369,1,2369.0,0.0,add recent downloads to highlight,1433230,P1,Firefox,Firefox 61,normal,enhancement,Trunk,factor out size getter from downloadsviewui jsm so other consumer can access it,1448143,P1,Firefox,Firefox 61,normal,enhancement,57 Branch
2159,11173,0,,0.0,move browser bookmark popup/titles j to browser/components/places and fix them for running with quantumbar,1530983,P2,Firefox,Firefox 67,normal,enhancement,unspecified,disable tabsintitlebar when disabled by moz gtk csd available medium feature,1414216,--,Firefox,Firefox 58,normal,enhancement,unspecified
4912,7554,0,,0.0,implement visual change for trailhead first run,1547066,P1,Firefox,Firefox 68,normal,enhancement,unspecified,create page visit trigger for cfr experiment,1471351,P2,Firefox,Firefox 63,normal,enhancement,unspecified
997,,0,,,ux provide detailed spec for sync widget at top of new photon hamburger panel,1358167,,Firefox,,,,,add firefox account button to static hamburger menu,1354084,,Firefox,,,,
461,,0,,,make launcher process use mozilla result,1508468,,Firefox,,,,,implement failure logging for bootstrap process,1460433,,Firefox,,,,
3872,1068,1,1068.0,0.2182178902359924,let window launcher process ride train,1481546,P3,Firefox,---,normal,enhancement,Trunk,launcher process consider disabling due to failure if we do not see browser registry key updated in reasonable amount of time,1520987,P2,Firefox,---,normal,enhancement,Trunk
4688,183,1,183.0,0.2480694691784169,create library button to show recent bookmark recent downloads history synced tab screenshots and pocket list,1352110,--,Firefox,---,normal,enhancement,52 Branch,add screenshots item to library panel,1366026,P1,Firefox,Firefox 57,normal,enhancement,unspecified
4756,1402,1,1402.0,0.31622776601683794,update about blocked page visuals and copy,1363051,P1,Firefox,Firefox 57,normal,enhancement,unspecified,ux malicious software warning copy design and illustration update,1358536,P1,Firefox,---,normal,enhancement,unspecified
46,1250,1,1250.0,0.6324555320336759,add router snippet router impression and bug fix to activity stream,1459296,--,Firefox,Firefox 61,normal,enhancement,unspecified,add impression ping for a router snippet,1456145,P1,Firefox,Firefox 61,normal,enhancement,unspecified
2676,11035,0,,0.0,add bookmark and add to pocket open standalone popups,1403891,P4,Firefox,---,normal,enhancement,57 Branch,update fxa toolbar menu to reflect decoupling of fxa and sync,1570568,--,Firefox,---,normal,enhancement,unspecified
3497,8342,0,,0.12309149097933272,add section in prefs to turn off part of highlight,1432595,P2,Firefox,Firefox 61,normal,enhancement,Trunk,firefox performance adjustment set up mechanism for various part of firefox to adapt based on machine performance characteristic,1480167,P1,Firefox,---,normal,enhancement,Trunk
1095,5512,0,,0.0,support top level chrome html window,1453783,--,Firefox,---,normal,enhancement,Trunk,text promo unit frontend,1565043,P1,Firefox,---,normal,enhancement,unspecified
840,655,1,655.0,0.0,shield search with awesomebar onboarding study,1462136,P3,Firefox,---,normal,enhancement,Trunk,implement popup showing condition for redirection doorhanger,1462151,P1,Firefox,---,normal,enhancement,Trunk
3184,203,1,203.0,0.0,re work customize mode overflow panel and hamburger panel,1352693,--,Firefox,---,normal,enhancement,53 Branch,allow dragging non removable item url bar back/forward button within their toolbar,1387313,P1,Firefox,Firefox 57,normal,enhancement,57 Branch
948,1609,1,1609.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,consider fine grained visibility for impression reporting,1522832,P1,Firefox,Firefox 67,normal,enhancement,unspecified
4221,324,0,,0.0,tag browser error report caused by extension,1445009,--,Firefox,Firefox 61,normal,enhancement,Trunk,remove remaining add on interposition,1443983,--,Firefox,Firefox 60,normal,enhancement,57 Branch
1231,1530,1,1530.0,0.1336306209562122,middle mouse button should work more consistently also ctrl click,70501,--,Firefox,---,normal,enhancement,Trunk,go toolbar button should respect key modifier shift/ctrl/alt,198028,--,Firefox,---,normal,enhancement,Trunk
595,11928,0,,0.0,ux update tour overlay ux spec,1360378,P1,Firefox,Firefox 55,normal,enhancement,52 Branch,list change list item font weight to,1522864,--,Firefox,---,normal,enhancement,66 Branch
3595,1588,1,1588.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,add category and publisher to feed,1520555,P1,Firefox,---,normal,enhancement,unspecified
496,6420,0,,0.0,create monitor for incoming data ping for snippet,1503345,P2,Firefox,---,normal,enhancement,unspecified,refactor session/account status handling,1574051,P1,Firefox,---,normal,enhancement,unspecified
4011,7862,0,,0.0,messaging system startup performance,1574166,--,Firefox,---,normal,enhancement,unspecified,create error ui for about certificate,1561118,--,Firefox,Firefox 70,normal,enhancement,unspecified
4094,562,1,562.0,0.5,tracking add ui language selection preference,1425941,P2,Firefox,---,normal,enhancement,unspecified,add telemetry probe for language switcher in preference,1486507,P1,Firefox,Firefox 66,normal,enhancement,unspecified
835,936,1,936.0,0.1889822365046136,allow multiselect operation on tab,1458007,--,Firefox,---,normal,enhancement,Trunk,add ability to select multiple tab using ctrl/cmd,1458010,P1,Firefox,Firefox 62,normal,enhancement,Trunk
4214,598,1,598.0,0.4082482904638631,improve cert error page,1442203,P3,Firefox,---,normal,enhancement,unspecified,link to isitdownrightnow com from connection error page,1532322,--,Firefox,---,normal,enhancement,65 Branch
3060,727,1,727.0,0.4082482904638631,top site search shortcut,1479806,--,Firefox,---,normal,enhancement,unspecified,refactor search shortcut getsearchprovider to separate file,1481895,P1,Firefox,Firefox 63,normal,enhancement,unspecified
2836,1009,1,1009.0,0.4008918628686366,view background image menu item missing when element is link,287048,--,Firefox,---,normal,enhancement,1.0 Branch,input type= button and button with background image should have context menu,490374,--,Firefox,---,normal,enhancement,Trunk
4036,7664,0,,0.0,enable comma dangle eslint rule for tabbrowser j,1476226,P5,Firefox,---,normal,enhancement,Trunk,quantumbar input value doesn update when cycling through result until no result is selected,1527946,P2,Firefox,Firefox 67,normal,enhancement,unspecified
2261,510,0,,0.0,cfr doorhanger allow for localized and string override on button,1490241,P3,Firefox,Firefox 64,normal,enhancement,unspecified,hide local system clock message if update ping date match current date,1500464,P3,Firefox,---,normal,enhancement,Trunk
218,7643,0,,0.0,allow user to move tab between firefox window,321521,--,Firefox,---,normal,enhancement,unspecified,make controlcenter/tracking protection svg and controlcenter/permissions svg use context fill,1411606,P3,Firefox,---,normal,enhancement,58 Branch
2989,3969,0,,0.0,tab manager doesn respect browser tab tabmanager enabled preference,1559310,--,Firefox,---,normal,enhancement,68 Branch,discovery stream performance improvement,1534775,P1,Firefox,---,normal,enhancement,unspecified
1191,1904,1,1904.0,0.0,hidden window clean up,1527219,--,Firefox,---,normal,enhancement,Trunk,remove scrollersampler jsm dead code,1527049,P3,Firefox,Firefox 67,normal,enhancement,Trunk
440,,0,,,move new tab setting for section to about preference,1404890,,Firefox,,,,,add about preference section sidebar removal and bug fix to activity stream,1446053,,Firefox,,,,
3342,1856,0,,0.0,sync look up username in prefs for every input change in location bar from placesremotetabsautocompleteprovider,1427850,--,Firefox,Firefox 59,normal,enhancement,Trunk,insert tab linkedbrowser lazily into document,1287330,P2,Firefox,Firefox 54,normal,enhancement,unspecified
5,1603,1,1603.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,ensure we don use object spread syntax with data from server,1521860,P2,Firefox,Firefox 66,normal,enhancement,unspecified
4565,884,1,884.0,0.31622776601683794,decouple signing in to firefox from enabling firefox sync,1570565,--,Firefox,---,normal,enhancement,unspecified,ensure appropriate metric are emitted when signed in to firefox but not using sync,1571584,--,Firefox,---,normal,enhancement,unspecified
1272,1891,1,1891.0,0.7905694150420948,update illustration for error connection failure,1394451,P1,Firefox,Firefox 57,normal,enhancement,Trunk,ux error connection failure copy design and illustration update,1358293,P1,Firefox,---,normal,enhancement,unspecified
754,6019,0,,0.0,allow basic keyboard navigation in panelmultiview subviews,1354144,P1,Firefox,Firefox 55,normal,enhancement,Trunk,check if quantumbar can work with pref flip study and fix if not,1523332,P2,Firefox,Firefox 67,normal,enhancement,unspecified
965,418,1,418.0,0.3535533905932738,enable resizing menu and context menu when accessed through touch in window and linux,1383003,P3,Firefox,---,normal,enhancement,unspecified,browser chrome increase margin of context menu when they are triggered with touch a we do with context menu in content,1364896,P1,Firefox,Firefox 56,normal,enhancement,unspecified
544,5547,0,,0.1259881576697424,add automated test for top story context menu,1410385,P3,Firefox,---,normal,enhancement,unspecified,top site set number of tile displayed via layout endpoint,1535774,P1,Firefox,---,normal,enhancement,67 Branch
1850,2635,1,2635.0,0.4472135954999579,add section menu pocket highlight and bug fix to activity stream,1440772,--,Firefox,Firefox 60,normal,enhancement,Trunk,add pocket card type to highlight type,1432657,P1,Firefox,Firefox 60,normal,enhancement,Trunk
2628,2340,1,2340.0,0.3380617018914066,skyline update fxa toolbar menu for skyline,1562006,P1,Firefox,Firefox 70,normal,enhancement,other,create fxa toolbar landing page for firefox monitor,1567405,P1,Firefox,---,normal,enhancement,unspecified
3730,821,1,821.0,0.3535533905932737,improve cert error code,1544564,P3,Firefox,---,normal,enhancement,unspecified,have cert error captive portal message exchange happen over rpm,1544610,--,Firefox,Firefox 68,normal,enhancement,unspecified
3061,9654,0,,0.0,fix search alias in quantumbar,1524125,P1,Firefox,---,normal,enhancement,unspecified,update content blocking exception button in control center,1501986,P1,Firefox,Firefox 65,normal,enhancement,unspecified
4244,11438,0,,0.0,flash plugin should be selectively enabled based on white list,281827,--,Firefox,---,normal,enhancement,unspecified,clean up toolbar menubar ~ tabstoolbar selector,1409407,P1,Firefox,Firefox 58,normal,enhancement,Trunk
1623,11199,0,,0.0,message xp/vista user running esr to inform them that support/security update have ended,1319164,P3,Firefox,---,normal,enhancement,unspecified,create library button and corresponding panel,1354155,P1,Firefox,Firefox 55,normal,enhancement,52 Branch
4111,1597,1,1597.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,maybeinjectspocs throw on undefined spocs breaking page for some endpoint,1521103,P1,Firefox,Firefox 66,normal,enhancement,unspecified
1159,957,1,957.0,0.17677669529663687,allow multiselect operation on tab,1458007,--,Firefox,---,normal,enhancement,Trunk,implement “select all tabs” into tab context menu,1480456,P3,Firefox,Firefox 64,normal,enhancement,63 Branch
3534,2049,1,2049.0,0.0,add test to prevent flickering regression on window opening,1421456,--,Firefox,Firefox 59,normal,enhancement,Trunk,restore icon should be visible at first paint,1421460,--,Firefox,Firefox 59,normal,enhancement,Trunk
