,id1,Description1,id2,Description2,Type of dependency,label
427,19299,project quick jump dropdown list sorting,23310,id like replace jump project,relates,2
428,33572,current tooltip show ticket numb,7921,currently roadmap page eg,independent,1
429,24681,propose replacing coderay syntax,2623,would useful inline code w,relates,2
430,25224,hidearrnmy environmentrnoscentos ser,785,guess lot project used redmine ar,independent,1
431,12214,tracker category assignee,6889,file new issue leave th,duplicates,0
432,2836,redmine site want account pref,707,currently hide email address preference,relates,2
433,8987,hi rnrnfirst thank work done,3529,try delete tracker issu,independent,1
434,22958,word macro call executes,5030,using redminedownloading,independent,1
435,10039,planned make specific issue status,973,heyrnrncurrently seems status,duplicates,0
436,4555,create search filter custom query,12296,initial http session setup attacker,independent,1
437,21060,introduce new custom field format store,21149,hirni hope feature com,relates,2
438,2937,issue assigned every user,8313,currently assignee list show every member,relates,2
439,26641,report display project informa,29482,attached patch add existing query sys,duplicates,0
440,17642,current processrn user log inrn access,646,project planning would great,independent,1
441,24780,tooltips added workflow screen,12598,work redmine using big workflow many,relates,2
442,1455,id like capability creating issue repo,5215,user manager project could,independent,1
443,10922,would great redmine allows creati,3521,would nice possibly,relates,2
444,9592,hirnrnim aware scenario,6397,parent task field cannot selected,duplicates,0
445,10612,task time exceeds near exceed,6018,test msisdn select pr contractrnclick,independent,1
446,4518,currently shipped version wiki,5497,started use redmine january,independent,1
447,19224,would really great add option ro,6717,use casernrnthe administrator,relates,2
448,5055,downl,2209,didnt like image didnt load,relates,2
449,18358,dear redmine teamrnrnwe wish,1767,would nice becomes possible con,duplicates,0
450,16304,correct syntax assign ticket b,495,peter molenaarrnrn ability edit,independent,1
451,8039,seem anyone reported featur,5765,suggestion would add issue number,duplicates,0
452,13828,hirni recent user redmine want,8488,requested people,duplicates,0
453,4968,hi im developing redmines desktop client,7420,rest api add delete und selec,relates,2
454,4341,several project parent,465,would really nice issue subpro,duplicates,0
455,4325,think would ease cross referencing intern,31989,attached patch add support inline i,duplicates,0
456,12827,hi jeanphilippernrni think would g,3537,hope project member watched r,independent,1
457,19592,would useful able rest,9167,moment making project public,relates,2
458,17615,filtering issue target version sho,10412,gantt chart filtering target vers,duplicates,0
459,22491,case subtasks add button lead,6095,would like see plugin integrates,independent,1
460,1693,would nice kind outloo,6018,test msisdn select pr contractrnclick,independent,1
461,4111,company us basecamp project managemen,4199,weve got postcommit hook going work th,independent,1
462,11091,hirnrni tried link,7483,add file add description,duplicates,0
463,9976,problem go define,2556,use casernwere three guy working,relates,2
464,3795,please find attached greek transla,33099,attached small patch abl,independent,1
465,18619,would nice possibility,10514,hellornrnat moment rename,independent,1
466,1948,redmine provide user way navig,21445,see redminetextformattingtextile link,independent,1
467,31989,attached patch add support inline i,33425,attached patch add autocomplete featu,relates,2
468,4328,hirnif think cool topmen,20967,activity section naturally understood,independent,1
469,7696,great new subtasks core would,6116,colleague starting rearranging,duplicates,0
470,10398,aim new field type provide,5250,would interesting allow administrator,duplicates,0
471,9850,like subject already implies id suggest,23265,pertains change applied,relates,2
472,4440,sure something like already exists,3037,often multiple user type access,duplicates,0
473,4159,seems reasonable sub,5358,think possible set ca,duplicates,0
474,25054,enforcing strong password redmine,4221,would like enforce strong password u,duplicates,0
475,8080,right sorting issue version sorti,6974,hirnrnin project ive many version,duplicates,0
476,10828,patch intended reduce need multi,10763,restapiwiki offering parent,relates,2
477,5515,would like see feature allowing user,7360,would nice able create defaul,relates,2
478,2355,hellornrnwould possible please,12383,hellornrni would like change order,independent,1
479,895,add ticket menu item,574,using page checking ticket,duplicates,0
480,23855,request issue,23215,currently possibility filter,duplicates,0
481,10021,would like enhanced custom large text fie,3543,would helpful long text custom fiel,relates,2
482,5048,would nice drop menu,3170,autocomplete exists member selection,duplicates,0
483,4485,currently everyone issue creation access,4670,anybody role assign due date,relates,2
484,4356,moment redmine analyse theme dir,14236,attached patch solves problem raised b,independent,1
485,26554,overview page project issue,1040,would helpful global wiki,relates,2
486,1919,currently access field controlle,3521,would nice possibly,duplicates,0
487,6039,file tab includes dl column,23634,even permission anonymous ro,independent,1
488,15760,applicationcontrollerrender error respond,18014,link bottom setting reposi,independent,1
489,4427,current role permission concept based,6670,would nice possibility b,relates,2
490,34045,original redminecachecred expire unle,13639,interesting option information,independent,1
491,7502,sometimes would convenient see,1271,miss number reporting another tick,duplicates,0
492,6036,researching redmine used,3521,would nice possibly,duplicates,0
493,31234,assign issue one use,408,would great possible assign,duplicates,0
494,15066,rmtimer air client application utilizin,8645,hellornmethods permutation combination,independent,1
495,12438,hi guysrnrnis possible show show qua,11425,request featured real problem,independent,1
496,25799,use issue import feature redmine whe,22701,importing issue via csv parent rela,duplicates,0
497,29935,please provide edit authored issue edi,1248,today version may,relates,2
498,4583,add next previous button issue det,2850,opening issue issue list,duplicates,0
499,28126,possible get list allow,8443,hirnrnim working plugin creates,independent,1
500,8915,since begin configured mercuria,9385,tryingrnrnsourceshowrevvc po,independent,1
501,296,subject touched,1214,part main rest api issue,relates,2
502,308,currently calendar get large,20286,project custom field set,independent,1
503,13183,defined custom field issue,1179,would helpful text long text,duplicates,0
504,7946,using upgrading shortlyrni,23423,working lot project us many,independent,1
505,20385,need alternative time counter integra,440,add stopwatch button timetracker whe,duplicates,0
506,7601,create issue multiple subtask,20698,think necessary create task list,duplicates,0
507,14814,currently diffs show minimal line,9917,viewing diff could usefull ha,relates,2
508,7349,possible configure email notif,13742,hellornrni would like rnr,relates,2
509,7710,current document module flat behaviorr,1206,working programming project v,duplicates,0
510,8172,sometimes problem issue li,2009,currently way add related revisi,duplicates,0
511,9802,user user logindomain th,297,order even able create,independent,1
