Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
1650.0,1378.0,18044.0,think would nice icon n,17868.0,need menu call store edit shortcu,relates,1.0,M
510.0,557.0,58829.0,currently using viewhelpers part,53059.0,one major source error working f,relates,1.0,M
301.0,806.0,37919.0,videojs included since contr,37921.0,currently ship requires n,relates,1.0,M
309.0,1647.0,7203.0,im exactly sure bug mi,6390.0,would great enable access array,relates,1.0,M
504.0,1.0,75043.0,please use gz instead gzip statically,93182.0,make compressed file extension configurabl,relates,1.0,M
957.0,1081.0,5341.0,user simple redactor dont know,24247.0,offer possibility open menu link,relates,1.0,M
631.0,1676.0,5750.0,test file manipulation method,5785.0,streaming downloads advantage,relates,1.0,M
2389.0,1392.0,17763.0,htmlarea rte using handling,17714.0,possible add plugin htmla,relates,1.0,M
2640.0,47.0,89574.0,message congrats page look li,89573.0,field type slug used custom record,relates,1.0,M
2014.0,1017.0,27988.0,override curl option eg forg,28344.0,divgeturl know hudge,relates,1.0,M
959.0,84.0,87341.0,would really nice possibility,86937.0,situationrnrn fresh install,relates,1.0,M
2430.0,635.0,48936.0,intersphinx mapping could easily achieved b,51280.0,browser reference stored documen,relates,1.0,M
2639.0,1175.0,21423.0,log install tool passwo,22245.0,rsaauth library servic,relates,1.0,M
2325.0,458.0,60181.0,would nice way tell fl,3291.0,need concept cacheable viewhelpers,relates,1.0,M
2576.0,296.0,85590.0,use casernwe would like customize csv f,71321.0,create task sql query make,relates,1.0,M
1024.0,1411.0,17630.0,us gr list indicates g,17253.0,logged user dont get result query,relates,1.0,M
921.0,225.0,78488.0,hey therernrnis solution,34288.0,set attribute relnofollow,relates,1.0,M
889.0,1709.0,3728.0,sometimes need receive variable numb,4146.0,following validation make u,relates,1.0,M
1962.0,248.0,21661.0,add option blacklist ip configura,75987.0,current brute force protection non exis,relates,1.0,M
1832.0,1497.0,16034.0,maybe dbal could provide tableprefixing eg,33136.0,hello guysrnrnduring work extpiwi,relates,1.0,M
2032.0,272.0,73164.0,second task equipping wit,73050.0,id like bring cryptorelated code int,relates,1.0,M
42.0,818.0,37604.0,rest controller provided b,27117.0,route need option limited certain,relates,1.0,M
2265.0,266.0,74500.0,keep backend preview template feature,73597.0,want display entry section,relates,1.0,M
40.0,740.0,39870.0,would great configure alterna,42176.0,currently resolution view class,relates,1.0,M
1292.0,606.0,69973.0,form wizard support input,50539.0,please add input type,relates,1.0,M
357.0,138.0,84517.0,would nice could change delimit,54075.0,would nice could change delimit,relates,1.0,M
2282.0,749.0,40857.0,currently fluid throw nice exception,42176.0,currently resolution view class,relates,1.0,M
2176.0,1486.0,16365.0,versioning part core ui,16626.0,would nice hide workspace menue,relates,1.0,M
1991.0,1246.0,20196.0,reason function setheaders,14389.0,would nice see web mai,relates,1.0,M
993.0,516.0,56269.0,within cm possible th,28299.0,hook enables modify hash base,relates,1.0,M
283.0,678.0,89524.0,currently possible search loca,46017.0,multi language site really conv,relates,1.0,M
2226.0,1079.0,24010.0,part selfmonitoring core need,24572.0,task introduced execute syst,relates,1.0,M
1248.0,210.0,79626.0,integrate linkhandler core,76859.0,following give u functionality,relates,1.0,M
1821.0,1519.0,15810.0,would great there possiblity c,15561.0,manipluate general property like lang xm,relates,1.0,M
1184.0,1188.0,21753.0,would nice db provides api,21754.0,make core patch,relates,1.0,M
1259.0,1366.0,17979.0,implement rfc also inline relationa,17970.0,hey allrnrnthis first step con,relates,1.0,M
2371.0,304.0,70964.0,mysql function rand used som,14026.0,currently allowed sort mode asce,relates,1.0,M
873.0,1091.0,23954.0,configured newrecordlinkposition,24019.0,current implementation always add new irr,relates,1.0,M
1288.0,624.0,49362.0,heyrnrnid love pipe stdout,50658.0,make use symfonyprocess component,relates,1.0,M
1712.0,1697.0,4445.0,common grinch access right p,4279.0,setfilepermissionssh work curren,relates,1.0,M
1654.0,363.0,66514.0,currently fal possibility,48644.0,iam talking,relates,1.0,M
1395.0,394.0,83668.0,lot file directory,64764.0,hirnrnthe current system browse record,relates,1.0,M
829.0,1362.0,18054.0,possible choose want,17678.0,move ui element around ui,relates,1.0,M
516.0,218.0,32051.0,hi therernrnit would nice able,79054.0,hellornrnin repository sort,relates,1.0,M
2493.0,664.0,46216.0,wincache memory keyvalue cache similar,35818.0,add wincache option cache backend,relates,1.0,M
2018.0,419.0,63391.0,would usefull form object,53407.0,please render attribute like requir,relates,1.0,M
443.0,710.0,44256.0,might great able create content,43832.0,would great session could tagged,relates,1.0,M
213.0,1102.0,24009.0,attempt bring selfmonitoring typo,24572.0,task introduced execute syst,relates,1.0,M
1358.0,484.0,57927.0,related somehow nontechnical user,57926.0,given tool used nontechnical u,relates,1.0,M
661.0,1655.0,6724.0,hirnrnfirst sorry bad english,7724.0,message formatter class format,relates,1.0,M
695.0,680.0,45877.0,afaik currently something like,52640.0,sometimes ifviewhelper syntax quite ver,relates,1.0,M
2395.0,1377.0,17678.0,move ui element around ui,17868.0,need menu call store edit shortcu,relates,1.0,M
260.0,475.0,58829.0,currently using viewhelpers part,53059.0,one major source error working f,relates,1.0,M
2337.0,205.0,79888.0,replace knownpwassword givenpassword,79795.0,hi folk core teamrnrnim worki,relates,1.0,M
474.0,45.0,89709.0,im using month int,64764.0,hirnrnthe current system browse record,relates,1.0,M
1007.0,264.0,89524.0,currently possible search loca,73665.0,hey guysrnrni want suggest new featu,relates,1.0,M
911.0,1206.0,22845.0,current situation rn,20991.0,best hope good si,relates,1.0,M
1563.0,1692.0,37765.0,trying build link fluid,4704.0,fluid parsing exception contain pa,relates,1.0,M
2545.0,944.0,31377.0,currently possible copy single,44002.0,possible paste contentelements,relates,1.0,M
353.0,318.0,79225.0,since possible use fluid,69459.0,new option via tsconfig allows render tt,relates,1.0,M
483.0,998.0,28302.0,frame ble project,28363.0,frame ble project de,relates,1.0,M
828.0,550.0,63391.0,would usefull form object,53406.0,need compact formular one possible wa,relates,1.0,M
45.0,1265.0,19629.0,starting expanding idea,17747.0,suggesting typoscript parameter hmenu sp,relates,1.0,M
644.0,124.0,90243.0,would nice message field th,84849.0,user want able add link,relates,1.0,M
2082.0,1215.0,20709.0,hirnrnplease add serbian flag,19093.0,flag turkey,relates,1.0,M
2442.0,112.0,86400.0,variant site variant added,86303.0,base variant different dif,relates,1.0,M
2342.0,283.0,6394.0,attached patch allows display different,72529.0,fal allows file folder restricted,relates,1.0,M
30.0,911.0,38379.0,make eel available fluidtemplates eel,33394.0,boolean viewhelper attribute like fi,relates,1.0,M
74.0,201.0,80125.0,currently validator email exist,80127.0,field validator range set attri,relates,1.0,M
77.0,577.0,51915.0,often want store different kind,36705.0,beuser open page doctype sysfold,relates,1.0,M
2413.0,452.0,60835.0,dealing lot image quite pai,52150.0,miss possibility delete multiple file,relates,1.0,M
2033.0,8314.0,50069.0,integrator decide place j,37156.0,moment insecure extension,independent,0.0,
561.0,5972.0,60822.0,reflectionservice currently allows getti,1475.0,possible use regular image fr,independent,0.0,
1188.0,1025.0,74531.0,hi problem clear cache,68384.0,moment file folder loaded,independent,0.0,
2286.0,6682.0,12882.0,people already asked run f,43854.0,unfortunately browser cant support multip,independent,0.0,
2361.0,7369.0,45167.0,right genericobjectvalidator b,76183.0,hi rnrnit would great could ad,independent,0.0,
2095.0,362.0,66514.0,currently fal possibility,56133.0,actually use dam,relates,1.0,
2270.0,7189.0,22083.0,hey guysrnrnoften want get sin,62242.0,using viewhelper use optgroups,independent,0.0,
559.0,4563.0,23472.0,hirnrnid like add two new method,27251.0,please integrate devipmask protection lik,independent,0.0,
2042.0,8866.0,90133.0,already two typoscript setting,27268.0,currently ab booking dic,independent,0.0,
966.0,353.0,67658.0,order allow powerful processing flui,66907.0,sometimes needed helpful,relates,1.0,
1691.0,1509.0,15801.0,looking way change label,15893.0,release would like propose,relates,1.0,
2141.0,3997.0,47913.0,possible delete log entry di,14964.0,used extension tx extdbauth robert,independent,0.0,
1717.0,2971.0,13429.0,jquery loaded neededr,1546.0,feature implement dynamic loading u,independent,0.0,
273.0,1520.0,15537.0,select row cell would seem h,18308.0,following would make life easier autho,relates,1.0,
1458.0,1612.0,5481.0,finding whats wrong authentica,35881.0,add status report admin,independent,0.0,
296.0,430.0,62210.0,install process cm website,72744.0,image shown full size upg,relates,1.0,
300.0,7713.0,80741.0,separate typolink rendering dedicated c,12500.0,time ke stats table get really,independent,0.0,
801.0,1503.0,15889.0,using layermenus confronted,17035.0,installation extensive gmenus rollov,relates,1.0,
453.0,59.0,89381.0,vimeo allows omit cooky adding get p,84843.0,ask user consent loading youtube,relates,1.0,
2621.0,35.0,90243.0,would nice message field th,84849.0,user want able add link,relates,1.0,
919.0,6705.0,60252.0,issue taken editorial sprint,45409.0,currently validation property acti,independent,0.0,
297.0,1244.0,20164.0,gifbuilder lack possibility define,20199.0,refactor tslib gifbuildercalcoffset,relates,1.0,
172.0,4118.0,46040.0,would nice add target link ta,39109.0,hi rnrnbasically table wizard g,independent,0.0,
1926.0,1677.0,5660.0,finally property mapper need suppo,342.0,mvc framework need support file mult,relates,1.0,
1492.0,95.0,46732.0,prernjsfile extmgmsiterelpath,67378.0,would great ogimage would fall back,independent,0.0,
1093.0,844.0,36689.0,currently field enter domainna,34342.0,quite work add like alternativ,relates,1.0,
2573.0,2060.0,12389.0,possible add conversion function ob,57001.0,there tsconfig settingrnrnplugintx,independent,0.0,
1716.0,6434.0,75335.0,hirnrnwhat pngquant,9774.0,follow fromrn,independent,0.0,
2091.0,1044.0,45851.0,actual use case amazon aws stuff lik,26783.0,sensitive data purpose would,relates,1.0,
470.0,1633.0,8269.0,wrap ofrn resultinforn pagelinksr,8267.0,like cs integrated ar,relates,1.0,
2480.0,1348.0,51843.0,fluid backporter compatibl,20281.0,use divremovedotsfromts json encod,independent,0.0,
1126.0,1132.0,27372.0,currently db execute prepare,23374.0,prepared query would help take better advant,relates,1.0,
754.0,60.0,89322.0,currently possible use,87072.0,currently choice lock strategy fixe,relates,1.0,
183.0,7957.0,9697.0,hy guysrnrni extend automatic,20375.0,adding following line function,independent,0.0,
257.0,8614.0,19563.0,ive included fe login twice,18406.0,use kickstarted create new extension,independent,0.0,
1756.0,827.0,53092.0,would great feature able easi,48419.0,create way assign role command cont,independent,0.0,
33.0,1029.0,27391.0,would need allow uploading one,27390.0,flash ipad,relates,1.0,
244.0,1442.0,17175.0,cache parameter used disabli,17509.0,page preview work sending paramete,relates,1.0,
