Unnamed: 0,id1,req1,id2,req2,Type of dependency,Label
8629,8231,clothes have consistently remained an pretty,3081,the ajax repository browser is nice and easy,independent,0
2696,25625,problem with issue numbering\r\n\r\nit see,6642,hi\r\n\r\nthis is minor issue \r\n\r\ni l,relates,1
2360,3188,any body thinks about this \r\nit would be gre,4348,the summary of the issues could present daily,independent,0
16237,5411,will be possible to add support fro mediawiki,23011,in `dispatch` of `app/models/mail handler rb`,independent,0
4581,1358,it would be nice to have link to field in th,5794,custom fields can also be used to store urls,relates,1
5211,16093,while starting to use redmine lot more we,241,when mail is notified default sender is got,relates,1
1971,9314,want to change issuesassignedtome block \r\,1565,should be nice to add on my page folder save,relates,1
3990,2893,when attempting to navigate our redmine today,33071,the attached patch adds protection against del,relates,1
1450,12508,is it possible to get the diff in the email if,26839,we currently use email notifications to see wh,relates,1
3373,4511,having the nice user group feature in redmine,4244,is there anyway that we can store multiple m,relates,1
13850,2499,how about setting font sizes in em and relativ,12296,during initial https session setup an attacker,independent,0
28934,1529,can you add privileges to every board \r\nfor,28539,just like issue query but for journals we co,independent,0
13333,17413,click new needed to get the value,1891,like how you can assign category to an iss,independent,0
10903,12368,\r\ni am new in redmines and have requiremen,7749,currently the index by title displays sub,independent,0
102,31434,currently the version of source trunk/public/,31418,propose feature to visualize the results,relates,1
3904,3068,d like to suggest an addition which would ma,4636,think it would be useful for expanding exten,relates,1
283,4252,would suggest all of the preview buttons,27758,m working on patch that adds the preview,relates,1
11482,26616,can you add done of issue to spent time fi,26155,currently when by project breakdown is used,independent,0
2762,6331,hi \r\ncurrently in redmine grant role onl,5195,there are should be edit own issues and del,relates,1
4736,1113,it would be great feature for corporate wide,6202,this feature would be useful to my company bec,relates,1
34795,9756,would like the ability to designate that my,26658,currently there is no way to filter the projec,independent,0
2966,21234,for small projects the current notification sy,5713,have new idea \r\n\r\ncustomizable notific,relates,1
3310,4707,following and it appears usefull,8050,the problem with bigger workflow is that som,relates,1
5037,521,it would be great if you could set parameter,3517,in the same way we can assign an issue to pe,relates,1
11965,3079,am using automatic repository creation via,353,d like to be able to optionally assign use,independent,0
856,17907,redmine is good for project management but no,13387,ve done extensive reading on past conversat,relates,1
42445,11760,spam is big issue not just with redmine,8363,there was plugin that aimed to do this call,independent,0
3309,11329,think this is nice feature add the posibi,4707,following and it appears usefull,relates,1
8598,4960,in our organization we do large amounts of pee,4309,the client should not see the inner workings,independent,0
23127,14065,when adding/editing news file attachments may,7109,hi \r\n\r\ni want assign role for people while,independent,0
2433,4968,hi m developing redmine desktop client,7420,there is no rest api for add delete und selec,relates,1
877,25083,it would be time saving if start date was set,31524,redmine is really flexible project manage so,independent,0
4681,1189,my project manager wants to be able to assign,5220,let me start out by saying that m quite impr,relates,1
25292,3206,have idea of very simple but powerful plugi,1529,can you add privileges to every board \r\nfor,independent,0
605,21662,my team used redmine over one year，now there,22275,when submit new issue we have lots of optio,relates,1
27457,29203,\r\nit would be nice to be able to add/remove,457,hi \r\n\r\nwhat do you think to provide file,independent,0
1862,6118,there doesn seem to be an option to use par,9992,it would be interesting to see the filters in,relates,1
4900,791,would it be possible to see feature that would,379,the information to look for can be in more tha,relates,1
4411,1737,d very much like to have feature similar,4347,when an user replies to an issue he/she is de,relates,1
1897,9829,if put time on project that is archived,3640,the same as archiving project except it isn,relates,1
3053,5457,like issues it will be cool to switch documen,5450,would like to move wiki pages between projec,relates,1
9664,11978,it would be nice to have wiki pages with acces,4500,it would be very useful to have the functional,independent,0
783,33156,introduced with the issue the user was,19097,there have been number of attempts to make,relates,1
1912,9734,this would help to use redmine issues referenc,22026,like the very old topic below d like to req,relates,1
31953,1439,it would be nice if when referencing to cer,11516,it might be useful to request avatar image in,independent,0
36315,33210,please create new category named filters,23011,in `dispatch` of `app/models/mail handler rb`,independent,0
377,25988,through user research at planio,22481,if ghostscript is installed imagemagick is ab,relates,1
22017,5059,how to manage docments，files and attachments,33025,now years later this feature is in so,independent,0
7073,10817,hello all \r\n\r\nfirst we use all mac server,6062,\r\nin discussion with one of our users the ot,independent,0
34814,3221,we are using the redmine receiving emails func,15341,at the moment you can define custon theme an,independent,0
14840,12051,it would be very useful to make use of variabl,24039,is there way to integrate redmine with rem,independent,0
