,Unnamed: 0,id1,Description1,id2,Description2,Type of dependency,label
1451,81,10637,encountered issue bringing v,16482,right nethttp force user use cl,relates,1
1452,801,12543,introducing new syntax tail ca,6602,hirnrnsome hour ago matz proposed turni,relates,1
1453,6801,16017,recently began study ruby lack th,12754,arraypack always return new allocated str,independent,0
1454,6182,13626,common pattern io buffering read,14104,abstractrnrnremove trace instruction,independent,0
1455,4826,5248,beginrnhellowrnrni wrote patch,9070,beginrnthis idea introduce,independent,0
1456,1250,5893,hello returning various block rec,4845,assuming bug speed,independent,0
1457,923,7241,often use inject method build,5008,beginrnhellornrni using ruby,relates,1
1458,3598,15233,ive looking sympys slow matrix power,8111,howwho contact redmine management,independent,0
1459,322,13241,currently exploratory proposalr,13240,unicode property check eg phiragan,relates,1
1460,114,16253,using thisrnrnrubyrn def,16296,settled syntax rem,relates,1
1461,973,7251,suspect kernelusing using alread,4085,beginrn said rubyconf id lik,relates,1
1462,189,15230,id like feature know loaded,15903,rubyvm contains mostly mrispecific feature b,relates,1
1463,5300,3085,beginn due precision timestamp tha,11818,request hashcompact hashcompact,independent,0
1464,703,12497,benchmark program pidigitsrb,5101,proposed api would bernrn tcpsocketnew,independent,0
1465,2130,5478,set central data structure however lo,13751,hirnnot sure correct place,independent,0
1466,5138,15211,found integer doesnt try convert,15123,hirnrnwhile enumerable provide,independent,0
1467,5795,11446,chance work around,13751,hirnnot sure correct place,independent,0
1468,677,8539,unbundling exttk ruby reposito,5481,beginrnrnuptodate summary propo,relates,1
1469,170,5653,hirn rntoday talked nahi en,15592,feature switch autoload behav,relates,1
1470,7373,10323,doc little bit diffic,6724,gimme gimme gimme waaaaaant dont need,independent,0
1471,438,10861,netbsd openbsd use mandoc manual,8887,adding optional argument,independent,0
1472,256,14197,none one accept,11286,proposalrnit proposed enumerable,relates,1
1473,1200,14462,whether mjit enabled probably b,13867,linux copy offloading feature,independent,0
1474,294,13694,today june tau day honor,4897,firstly please read tau manifesto,relates,1
1475,3632,14785,learned two piece code,11643,posted mailing list last year,independent,0
1476,4523,17551,pattern matching powerful feature b,14143,extracted focus default v,independent,0
1477,57,16989,opening series feature request,16993,create set hash key currently impli,relates,1
1478,5572,9799,current behavior either n,5650,currently rb raise raise exception,independent,0
1479,626,9037,beginrni thinking frozen lite,8804,introduce syntax,relates,1
1480,4208,5617,hellornrni would like propose patch,15281,current implementation computes set intersecti,independent,0
1481,380,12698,frequent need delete substring f,13890,currently stringcount accepts string,relates,1
1482,510,11420,let introduce id key table optimization,6962,ive experimented replacing struct st ta,relates,1
1483,6898,10332,current behavior rational literal stri,8688,beginrnhi therernrnkernelsprintf shou,independent,0
1484,827,5008,beginrnhellornrni using ruby,6276,dear matzrnrnwe establish,relates,1
1485,320,13241,currently exploratory proposalr,13240,unicode property check eg phiragan,relates,1
1486,539,11346,dont think would good idea,11066,hi first report please bear wit,relates,1
1487,2732,12654,window ntfs support unicode,8683,csv library add new row,independent,0
1488,4339,6545,found testdltest structunion ent,9140,possible arrayeach,independent,0
1489,280,13985,since truefalsenilintegerfloat jus,13983,since basically value typesrnthey,relates,1
1490,981,4038,beginn discussed suggest wr,4015,beginn couple flag li,relates,1
1491,87,16463,ruby outrnit aim warn ever,16897,rubyrnrequire benchmarkipsrnrnmodu,relates,1
1492,3687,10179,alternatively nethttp could detect,5809,hellornrni would like keep improvin,independent,0
1493,7330,11605,doesnt ruby complain defining meth,8566,could please accept patch,independent,0
1494,2041,16667,allow parameter symbolto proc method,12931,many people would probably like use bindin,independent,0
1495,795,7292,official method expl,6669,given hash hmap return arrayali,relates,1
1496,4444,12664,following additionrnrn rubyrncla,16049,decision made frozen string,independent,0
1497,326,13201,issue tracking gem release dbm,13248,issue tracking gem release gdbm,relates,1
1498,530,11158,process migrating large,9963,id like add way get size ruby,relates,1
1499,697,12306,time rejected featur,8110,useful method allowing pattern,relates,1
1500,6499,17544,rfc used time ut,4007,beginrn hellorn looked extens,independent,0
1501,2123,11298,noticed unnecesary getsockname syscalls,5551,enumerabledropn drop eleme,independent,0
1502,2963,16027,abstractrnrni propose ruby dtrac,13714,know possible run minimalisti,independent,0
1503,56,16989,opening series feature request,16992,officially set element uncertain order,relates,1
1504,5368,3667,beginn dateformatrb dateformat,5789,prepared couple patch optimize st ta,independent,0
1505,6505,10666,httputils specifically specifies application,16818,range introduced alias range,independent,0
1506,4466,13047,multiline prettyprinting multiline string,12262,loop method continues default,independent,0
1507,5635,16021,rounding method currently accept numb,9678,whatever worth ive,independent,0
1508,977,4071,beginn support basic auth nethttpget,3848,beginrn hirn rn needed download,relates,1
1509,679,12461,would nice hash way create,8499,according experience following two,relates,1
1510,1401,16741,shellwords module originally designed,13246,bashrn cat duprbrnputs one one,independent,0
1511,28,17273,proposal introduce shareable con,17397,think shareable constant value literal,relates,1
1512,5236,17401,ractormovedobject frozen tha,7611,beginrnpresently ruby seven method,independent,0
1513,4249,5206,ruby run change defaul,17472,rail activesupporthashwithindifferenta,independent,0
1514,2275,15330,id like propose way autoload consta,14717,case may beneficial disable,independent,0
1515,690,8206,discussion porting,8110,useful method allowing pattern,relates,1
1516,7314,6251,currently compile option set rubyv,11624,problemrnrn erb dsl commentin,independent,0
1517,384,12650,window environment variable support unicode,16604,issue related,relates,1
1518,150,13839,hellornrnrnhere kiss implementatio,12845,install directory liblibrubystatica c,independent,0
1519,75,12241,refinement feature,16746,ruby syntax full end im paranoid,relates,1
1520,310,13488,currently encodingdefault external set,16604,issue related,relates,1
1521,141,14912,propose new pattern matching syntaxrnrn,15918,currently set respond deconstr,relates,1
1522,4760,17177,many debugging situation want inspe,14669,project needed know many captu,independent,0
1523,276,13984,currently bigdecimal instance frozen,13985,since truefalsenilintegerfloat jus,relates,1
1524,414,12403,moment match dynamically dispatc,12306,time rejected featur,relates,1
1525,149,8499,according experience following two,15863,add hashslicernrnin,relates,1
1526,5349,15902,id like add specialized instruction,12790,inspect important understanding wha,independent,0
1527,955,4477,documentation common sense would e,4269,beginrn hellorn currently linuxrn,relates,1
1528,467,12019,nowadays almost every processor,11541,since ruby def return symbol th,relates,1
1529,987,7424,documented way embed ruby interpreter,3731,beginrn ruby become,relates,1
1530,67,16794,reading rassign,17353,since ruby already moving directionfu,relates,1
1531,760,7022,would useful profilers,2565,beginrn hirn rn made commit e,relates,1
1532,1469,4551,beginrnfrom rfc section,14506,cmdarg stack stack byte,independent,0
1533,5102,10881,would like nomethoderror receiver,5482,ill give three great reason whyrnrn,independent,0
1534,449,12075,sometimes write following codernrnru,17330,always core method proposal,relates,1
1535,2802,10378,right complexreal return false anyt,11534,rubyrndef foorn f,independent,0
1536,816,6737,generally speaking nice,6442,ruby hash class internally conn,relates,1
1537,394,9785,proposing dirchdir block b,17333,enumerablemany method implemented ac,independent,0
1538,5797,8793,use thread hpux currently raise rb e,16833,surprising enumerator somet,independent,0
1539,3479,9916,bit big attach proposal basi,7978,beginrnthe current behavior followin,independent,0
1540,583,10085,case conversion function currently limite,10002,hi ruby version problem,relates,1
1541,145,14912,propose new pattern matching syntaxrnrn,15865,adding syntax oneline pattern,relates,1
1542,917,5044,reason zip doesnt return r,16261,upd discussion comment method,relates,1
1543,5020,11647,implementation detail,3085,beginn due precision timestamp tha,independent,0
1544,240,4910,suggest add two class classr,14498,hellornrni creating list class,relates,1
1545,3699,12211,proposes new method datefirst month,16833,surprising enumerator somet,independent,0
1546,824,6298,beginrnmaybe another way thi,5007,im proposing method called proccall,relates,1
1547,432,12222,python statistic library calculati,12217,issue propose introduce enumerabl,relates,1
1548,3652,10881,would like nomethoderror receiver,7426,eric hodel planning update rdoc e,independent,0
1549,1611,14136,hi ruby friendsrnrnrubocop prefers empt,2771,beginn believe following simple constr,independent,0
1550,658,8658,adding new method processclock g,8640,hirnrnwe time many thing rail,relates,1
1551,2195,6353,relating keyword argument ar,9071,see discussion,independent,0
1552,338,13137,update javascript added object shor,11105,support hash literal,relates,1
1553,1187,8691,following codernrndef reassigned unuse,12964,sub gsub method would allow c,independent,0
1554,4314,12244,sometimes calculates integer integer n,10634,add method benchmarkreportbaseline,independent,0
1555,6017,12236,abstractrnrni propose mmap similar,8478,without patch nil check might need b,independent,0
1556,2832,14813,gcc make gc entergc exit pair dtrace probe,6497,added support completely disabling clien,independent,0
1557,2248,10129,hellorni would like propose followin,15113,let arrayany related enumerable method,independent,0
1558,5762,14694,currently cannot get block parameter,16644,rbrnmodule def selfdefine con,independent,0
1559,2106,12858,hello short proposal unlike,17269,seems immutable informationrn,independent,0
1560,7092,14953,problemrnto measure mjitgenerated cod,16899,add method get first,independent,0
1561,880,13183,issue tracking gem release date,5481,beginrnrnuptodate summary propo,relates,1
1562,347,13985,since truefalsenilintegerfloat jus,12979,proposal resulting discussion,relates,1
1563,143,15752,believe introduce module exp,15903,rubyvm contains mostly mrispecific feature b,relates,1
1564,3246,3246,beginn hirn rn currently yamlyamler,16137,abstractrnrnunboundmethod class,independent,0
1565,474,11925,propose make struct subclass constructor w,15222,ruby struct subclass dif,relates,1
1566,920,5016,calling kernelcaller negative limit sh,1906,beginrn inspired nobus recent refactori,relates,1
1567,2451,13108,rangesum exists implement,5182,ancdatac basicsocketc initc ipsocketc,independent,0
