req1,req2,id1,id2,Label
it time to protect the tca password fields,while rsaauth encrypts the passwords entered,68166,25204,1
currently there is no way to controll concuren,it would be great if two persons with differ,21662,18783,1
objects yaml should allow for adding and ove,currently afaik the only option to set va,37373,35354,1
the login error or session timed out page,as part of implemented this idea \r\npa,15422,19152,1
what really love is something like this to,extend persistedusernamepasswordprovider wit,,,0
something like this would be nice \r\n\r\n htt,it would be nice to have gui to setup up the,44297,25637,1
currently there is no way to configure minim,admins should be able to define password pol,,,0
some users simple redactors don know what,offers possibility to open menu link,5341,24247,1
in feature the suggestion is to use,initial situation \r\ni have menu point in,,,0
hey guys \r\n\r\ni want to suggest new featu,motivation \r\ncurrently there is being some,,,0
follow up for \r\n\r\nthe site settin,in older versions it is possible to defi,91081,91080,1
following up on validation should make,when domain model contains an array member,4146,3933,1
the documentation editor should allow files to,it would be useful to add drag and drop to the,57691,55193,1
there are various functions for cropping/trimm,in the properties strpad length strpad,40001,43604,0
currently the charts are created equally for,it should be possible to register custom views,,,0
problem \r\ni am using the dataprocessor to,rather extensive library of general purpose,,,0
the installtool does not check if session sup,just got the problem \r\nsession handling is,,,0
hi \r\n\r\nit would be great if like in the,now that drag drop for content elements in,,,0
when creating custom workspace you can defin,currently there is only an option to add speci,22249,16554,0
using latest firefox after the auto logout th,as part of implemented this idea \r\npa,19586,19152,1
it should be possible to extend postprocessor,this may be feature request for manual ext,38255,32701,0
there is now use case for content negotiatio,the older implementation is fairly limited to,,,0
the two default templates are very limited,for client project needed some more advanc,19171,19465,0
at be it is possible to choose where you want,to move ui elements around in the be ui it is,18054,17678,1
we use the sections/anchors lot on our page,sectionmarker page anchor prefix is hardcode,73621,19832,1
original report\r\n\r\n\r\n\r\nrecently,d like to bring some crypto related code int,73456,73050,1
hi there \r\n\r\ni stumbled upon problem wit,same problem as,51245,51250,0
it easy to have trashes within fileadmin \r\,this bug entry serves as an umbrella for sched,,,0
this patch allows to hide the checkboxes at th,introduces several page tsconfig settings to,17754,18879,0
admins should be able to define password pol,hi \r\n\r\na great feature will be to add ne,80793,69190,1
background\r\n\r\nthe extension manager in,since core extensions sysexts are stable and,89894,83463,1
internet explorer will be last supported in,as we hopefully drop support for in,24147,20953,1
specifies new attribute called placeh,the extension tx form should allow using the,,,0
note this issue came about from issue,atm meta tags are added with complete html tag,52471,22992,1
the rest controller provided by should,routes need an option to be limited to certain,37604,27117,1
if you have an image relation field defined in,the current implementation always adds new irr,78532,24019,1
add description field for be users like we,with description field it would be possible,67578,59570,1
pre code class= xml config \r\n type inp,to handle the parameter strings which are gene,40110,40111,1
felogin decides what to display according to,request to have code list again in felogin,29565,38844,1
hello \r\n\r\nwe are still sitting on but,having system with thousands of pages makes,59502,29342,1
since core extensions sysexts are stable and,when looking in the em for my installed extens,83463,70157,1
what really love is something like this to,currently the flow developer has to set sess,55831,56744,1
the use of ext autoload php files was once sup,as we target php for core shoul,21144,25337,1
integrate possibility to enforce the usage,it should be possible to show openid provider,19618,49399,1
prepared queries would help take better advant,currently db does not execute prepare,,,0
it must be possible to ask fluid\templateview,fluid should be the default templating engine,3385,3382,0
online service,now that has paved the way the welcome,,,0
the locate function isn supported in dbal \r,in order to support new feature of templavoilà,21902,21903,1
problem \r\nsince php we have the filter,the validators have not been touched since age,11291,72869,1
in an attempt to bring self monitoring to typo,as part of the self monitoring core need,24009,24010,1
hook is missing to allow postprocessing of,hook is missing to allow postprocessing of,23260,23244,1
div geturl is know to be hudge and,as has support for observer,28344,28615,0
if you rename folder in the filelist and hav,observed with editor can,78036,79366,1
we need menu to call store and edit shortcu,to move ui elements around in the be ui it is,,,0
